	CourseId	Category	Code	Title	Description	ReviewCount	DocCount
1088	1088	POLSC-UH	3513J	Emerging Powers	(Formerly POLSC-AD 183J)Are Emerging Powers emerging, and are they powers? The course will consider the emerging “market” or economic discussion, reviewing what academics, the press, financial institutions, etc., mean when they speak of these countries, with acronyms such as BRICs, BRICS, MINT, and others. What is the key factor: size, growth, novelty, potential or promise? Which of all of these questions is truly relevant and important? The second part of the class will examine regional, geopolitical issues: are these countries important actors in their regions? Why or why not, and how does their economic performance influence their regional political action (domestic ideological and institutional issues would also be rapidly addressed here)? The third part of the class will turn to international and multilateral factors: are “emerging powers” truly powers? Are they all the same? Do others see them as powers? How do they express their economic success or geographic and demographic clout in the international arena?	0	0
1089	1089	POLSC-UH	3516J	Surviving the 21st Century: Power and Statecraft in the Digital Age	Technology is rapidly transforming how states and individuals interact and power functions. In the midst of so much change, what can we learn from the history and practice of diplomacy about how to thrive in a century like no other. The class will study new forms of power; how to build brand and influence; the geopolitical challenges ahead; and how we can maximize the opportunities of technology to manage the threats it creates. We will learn from inspirational leaders in their fields, and work together to design the solutions to the challenges of the Digital Age. It is the first course to be co-designed by J-Term students, and will be dominated by simulations, interactive class exercises and problem solving. NOTE: This course has an International trip to Jordan.	0	0
1090	1090	POLSC-UH	4000	Capstone Seminar	Students develop a research question, construct a research design that allows them to test potential answers to that question, collect relevant data, analyze the results, and write a senior thesis.	0	0
1091	1091	POLSC-UH	4001	Capstone Project	Students develop a research question, construct a research design that allows them to test potential answers to that question, collect relevant data, analyze the results, and write a senior thesis.	0	0
1092	1092	PSYCH-UH	1001	Introduction to Psychology	Introduction to the fundamental principles of psychology, emphasizing both the unity and diversity of a field that spans major theoretical and research areas, including biological bases of human behavior, learning, cognition, perception, language, development, motivation, as well as social and abnormal behavior. Opportunities to apply knowledge gained in lectures and readings are available through computer-based demonstrations, in-class exercises, and required field experiences.	0	0
1093	1093	PSYCH-UH	1002EQ	Research Methods in Psychology	Knowledge acquired through scientific research is bounded by the conditions under which the research is carried out. Consequently, informed consumers of information must understand how scientific research is carried out in order to decide what is true. This course provides an introduction to scientific research methods in psychological science, experimental design, and data interpretation. Students develop an appreciation for the methods involved in carrying out research on issues in psychology and, hopefully, become critical - but not cynical - consumers of scientific results, learning to distinguish sound conclusions from those based on faulty reasoning or flawed studies. Students in this course gain real experience by designing and conducting an experiment of their own, and presenting and reporting their results.	0	0
1094	1094	PSYCH-UH	1003	Biopsychology	Biopsychology is the study of the biological basis of behavior. In this course, students discover connections among psychology and biology, pharmacology, and endocrinology. Lectures cover the structure, function, and development of the human nervous system and how this system can give rise to basic sensory, motor, cognitive, and regulatory processes that characterize human behavior. This course uses examples of the effects of brain damage and nervous system disorders to provide insight into how pathological thoughts and behaviors are rooted in physiological causes. Additionally, students develop a basic understanding of the methods used in biopsychology and evaluate the contributions as well as limitations of these approaches.	0	0
1095	1095	PSYCH-UH	1004Q	Statistics for Psychology	Statistics form a critical component of research, and this course is designed to introduce students to the foundations of statistical principles in psychological science. This course covers basic-level statistics concepts such as central tendency and variability; the theory and logic underlying hypothesis testing and statistical decision-making; and the basic principles behind linear models commonly used in psychology, including correlations, t-tests, analysis of variance, and basic regression. The course also introduces students to basic statistical computer programs.	0	0
1096	1096	PSYCH-UH	2210	Developmental Psychology	The course considers current theoretical issues and research in developmental psychology in an effort to understand how we develop as perceiving, thinking, and feeling beings. Throughout the semester, theories, methods and interdisciplinary findings are explored, covering physical/biological foundations of development, cognitive processes, social and emotional development. The course explores how various systems and contexts shape an individual’s development, with a focus on risk and resilience. Attention is given to applying current research findings to trends in policy and intervention. Moreover, the course links conceptual frameworks to applied areas in the field of developmental psychology. The course also considers dynamics of culture, society, and social change on human development.	0	0
1097	1097	PSYCH-UH	2211	Social Psychology	This course covers a wide range of topics in social psychology. Social psychology illustrates how our thoughts, feelings, and behaviors are influenced by social situations and the real or imagined presence of others (including parents, peers, authorities, and groups). This course covers several important subfields in social psychology, and uses this knowledge to understand and address social problems. Concepts discussed are attitudes, values, roles, norms, communication and conformity; areas emphasized are group processes, influence, social motivation, prejudice and authoritarianism.	0	0
1098	1098	PSYCH-UH	2212	Psychology of Language	This course is an introduction to the psychology of language (or psycholinguistics), which is the study of how humans acquire, comprehend and produce language, and how language relates to perception and other mental faculties like reasoning and memory. The course covers how language is put to use in real-time during comprehension and production, how it is acquired by children, how it may break down in specific patterns when the brain is compromised, and how it informs social attitudes toward speakers of other languages/dialects. Lectures in this class survey the major findings in these areas, discuss their implications for theories of language in the mind, and focus on the research techniques used by psycholinguists.	0	0
1099	1099	PSYCH-UH	2213	Motivation and Volition	The course provides an overview of the major theories and findings in research on motivation and volition. It addresses the history of research on motivation and volition, classic phenomena of being motivated versus lacking motivation and willpower, the psychology of goals, disorders of self-regulation, and cognitive-neuropsychological research as well as the perspective of economics on motivation and volition.	0	0
1100	1100	PSYCH-UH	2215	Psychology of Sex and Gender	This course examines how research psychologists study and understand sex and gender. We will address gender issues that are complex, wide-ranging, and often controversial. My expectation is that your considerable “inside” understanding of gender will undergo expansion and transformation through course readings, lectures and discussions. We will concentrate on studies that put to scientific test common and uncommon notions about gender. The broad topics for the course include: Defining Gender, Psychological Perspectives on Gender, Gender and Sexual Identities, Acquiring/Doing Gender, Stereotypes and Bias, Gender Comparisons, Gender Consequences, Gender Roles/Relationships.	0	0
1101	1101	PSYCH-UH	2216	Psychotherapy and Counselling	This course examines how psychodynamic, phenomenological, narrative, and cognitive psychology have informed therapy and counselling. Students will study how these alternative explanations for the mind and human behavior have contributed to the creation of different kinds of therapeutic intervention. Students will also have the opportunity to familiarize themselves with fundamental communication and interpersonal skills that counsellors/therapists have to be able to apply and to learn about ethical issues that need to be taken into account when working with vulnerable individuals. Finally, the course will include a critical examination of the extent to which the different approaches to counselling are informed by empirical research and been evaluated in terms of their effectiveness.	0	0
1102	1102	PSYCH-UH	2410	Cognition	Cognitive psychology is the scientific study of the human mind and human thinking. This course is aimed at providing the student with a better understanding on how we humans perceive and think about ourselves and about the world. Our perception and thought processes are fraught with biases that nonetheless routinely inform human actions. Knowing about these biases and understanding their effects is crucial in a world in which human societies are becoming increasingly more interconnected. The course covers different aspects of attention, memory, language, concepts, reasoning, problem solving, expertise, creativity, decision making, conscious and unconscious cognition, and theory of mind.  The course will emphasize how psychologists use experiments to learn about the structure of the human mind.	0	0
1103	1103	PSYCH-UH	2411	Perception	How do we construct an understanding of the physical world based on our sensory experience? This course provides a survey of basic facts, theories, and methods for studying sensation and perception. The major emphasis is on vision, but other modalities (hearing, touch, vestibular system, olfaction, taste) may be covered. Representative topics include: eye and brain; receptor function and physiology; color; motion; depth; psychophysics of detection, discrimination, and appearance; perceptual constancies; adaptation; pattern recognition; interaction of knowledge and perception.	0	0
1104	1104	PSYCH-UH	2412	Cognitive Neuroscience	This course provides students with a broad understanding of the connections between mind, brain, and behavior. Students learn dominant theories of the neural basis of a variety of cognitive processes and the research that led to those theories. Topics are organized into modules on sensation, perception, and action; attention and memory; and other aspects of high-level cognition and behavior. Lectures are complemented by practical lab demonstrations of cutting-edge cognitive neuroscience techniques and discussions of journal articles.	0	0
1105	1105	PSYCH-UH	3090	Research Seminar in Psychology	2 credits	0	0
1106	1106	PSYCH-UH	3510	Prejudice and Stereotyping	This course covers historical and contemporary scientific approaches to understanding prejudice, specifically prejudice that exists between social groups across different cultures. Readings cover topics including the origins of prejudice, the justification of prejudice, the different forms of prejudicial expression, the identification of prejudice in individuals and institutions, the consequences of being a victim of prejudice, and the value of different prejudice reduction strategies.	0	0
1107	1107	PSYCH-UH	3511	Visual Cognition	(Formerly PSYCH-AD 322)This course offers an introduction to how our visual system allows us to see the world. Students will learn how vision works, from the low-level and unconscious analysis of sensory signals to the generation of perceptual awareness. Students will study how other higher functions such as attention, learning and working memory contribute to our visual experience of the world. Both functional and neurophysiological models of visual processing are addressed. An introduction to signal detection theory is provided. The course covers theoretical issues about vision, in particular whether perception constitutes a direct reflection of the outside world or rather inferential processes transforming the outside world into a private subjective reality. The course also addresses how one can design psychophysics experiments to address specific questions about the architecture and mechanisms of visual cognition. Students will see how visual illusions can inform us on how our brain deals, sometimes inappropriately, with external stimulations.	0	0
1108	1108	PSYCH-UH	3611EQ	Lab in Cognitive Control	This course examines the mind and brain of cognitive control - the ability to flexibly adapt our behaviors to achieve our goals. Students are introduced to key psychological and neuroscientific concepts in cognitive control. Discussions focus on original research, and involve interactive demonstrations and/or data collection to reproduce seminal research findings. Additionally, the course covers the brain systems involved in cognitive control, as well as the various tools that researchers use to investigate cognition. As part of the course, students present and critique research from primary sources, and write a research proposal aimed at answering novel questions about cognitive control.	0	0
1109	1109	PSYCH-UH	3612EQ	Lab in Psychology of Inequality	Inequality persists throughout the world despite legal prohibitions against discrimination and the fact that many people endorse egalitarian values, at least explicitly. What role do psychological factors play in perpetuating inequality? What are the social and psychological effects of living in highly unequal (vs. equal) environments? The goal of this course is to familiarize students with themes and current research on psychological theories and processes related to societal inequality.	0	0
1110	1110	PSYCH-UH	3613EQ	Lab in Early Childhood Education	The course provides students with a strong foundation of knowledge in early childhood education. The course begins with a description of historical movements and the contemporary international landscape of early education. Students then identify processes of early childhood development as they apply to learning and teaching in early childhood education programs, including the service for children with special needs. As part of the course students observe an early childhood education classroom and work on a research project that requires them to collect and/or analyze data, and to write up their research results.	0	0
1111	1111	PSYCH-UH	3614EQ	Lab in Multisensory Perception and Action	Our perceptual experiences are the product of the information gathered through all our highly specialized senses and are often tightly linked to motor activity such as grasping objects or moving in the environment. This course addresses current concepts and experimental approaches central to understanding human multisensory perception and sensorimotor control. Students are introduced to topics in the fields of psychophysics, active vision, haptics, multimodal processing and motor behavior. Concepts taught in class are reinforced in practice by hands-on assignments involving experimental design, data collection and analysis, and interpretation of results.	0	0
1112	1112	PSYCH-UH	3615EQ	Laboratory in Psychology of Language	This course provides students with an in-depth exploration of a selection of fundamental topics in psycholinguistics - the study of how we acquire, comprehend, and produce language. This course is a seminar and students will present and critique research from primary sources and original studies. This course includes a laboratory component, in which students will focus on designing replication experiments and collecting data on seminal findings in the field in order to critically evaluate them. As part of the course, students will also write a research proposal aimed at answering novel questions in one of the sub areas of psycholinguistics.	0	0
1113	1113	PSYCH-UH	3616	Data Analysis for the Psychological Sciences	This course provides a detailed overview of multiple regression (MR) analyses as a data-analytic method. Theory and practice of the General Linear Model will be reviewed in order to show how MR can be used to carry out analyses of quantitative and categorical data. Practical problems in estimating and testing regression models will be emphasized. Students will gain experience in carrying out MR analyses using computer software.	0	0
1114	1114	PSYCH-UH	3720	Special Topics in Psychology	Special Topics offers high-level seminars on a wide variety of topics, including the history of psychology, emotion, motivation, social influence, intergroup relations, clinical and counseling psychology, and other focal themes. The topics reflect areas of research of the faculty.	0	0
1115	1115	PSYCH-UH	4001	Capstone Project in Psychology 1	The capstone experience in psychology requires students to engage in a long-term, mentored learning experience that culminates in original research and/or scientific theory. The specific project is developed during the Research Seminar in Psychology. The proposed work comes to fruition in the form of a research paper along the lines of a scientific journal. Students also participate in a capstone research symposium during which they present their work orally.	0	0
1116	1116	PSYCH-UH	4002	Capstone Project in Psychology 2	Continuation of Capstone Project in Psychology 1	0	0
1117	1117	PSYCN-UH	1000	Introduction to Linguistics	This course offers an introduction to linguistics, the scientific study of language. The focus of linguistics within the cognitive sciences is to understand how it is that humans are able to speak and understand natural language, how they acquire this ability, and how they put it to use. The ability to speak and understand language is unique to humans and universally represented within the species. Language affords us, together with other faculties of the mind, the ability to achieve levels of abstract thinking as well as social organization, a feat that is unprecedented in the animal kingdom. Language is therefore one of the most characteristic features that we have as a species, and its study is of central importance to understanding what it is to be human. This course is open to all students but will NOT count towards the Psychology major.	0	0
1118	1118	PSYCN-UH	1001J	Cognition	This course is a survey of cognitive psychology, the scientific study of the human mind and human thinking. During the course of the semester we will discuss many different aspects of cognition: perception, attention, memory, language, concepts, reasoning, problem solving, expertise, creativity, and decision making. The emphasis in the course will be on how psychologists have used experiments to help construct theories of how the human mind works and how human thinking occurs. While covering the basic research that has been in done in all these areas, the course will also review evidence for the existence of cross-cultural differences in human thinking.	0	0
1119	1119	PSYCN-UH	1002	Gender & Representation: Field Study Workshop	2 credits	0	0
1120	1120	SCIEN-UH	1101:1103	Foundations of Science 1: Energy & Matter	Foundations of Science 1: Energy and Matter provides a comprehensive introduction to these two fundamental concepts that are so famously unified in the equality E=mc2. Following an introduction to the physical sciences, the course focuses on velocity, acceleration, forces, and energy, while simultaneously introducing students to atoms and molecules. Chemical reactions are examined, and the energy changes associated with them are investigated via a thorough analysis of the three laws of thermodynamics. Laboratory exercises focus on the guiding principles of the scientific method and an introduction to experimental design, and scientific presentation, including technical writing. Weekly discussion sections are designed to hone proficiency at solving problems in a collaborative, team environment.	0	0
1121	1121	SCIEN-UH	1101EQ	Foundations of Science 1: Energy and Matter	2 credits	0	0
1122	1122	SCIEN-UH	1102EQ	Foundations of Science 1: Energy and Matter	2 credits	0	0
1123	1123	SCIEN-UH	1103	Foundations of Science 1 Lab	1 credits	0	0
1124	1124	SCIEN-UH	1201:1203	Foundations of Science 2: Forces & Interactions	Foundations of Science 2: Forces and Interactions introduces students to fundamental forces, including gravity and electrical forces. Concurrently, atomic theory, the theory of molecular bonding, and atomic and molecular structures and shapes, in which forces and energy play a role, are investigated. Students apply these concepts to understanding molecules related to the life sciences. Laboratory exercises focus on acquisition of data and analysis with a continued emphasis on technical presentation. Weekly discussion sections are designed to hone proficiency at solving problems in a collaborative, team environment.	0	0
1125	1125	SCIEN-UH	1201EQ	Foundations of Science 2: Forces and Interactions	2 credits	0	0
1126	1126	SCIEN-UH	1202EQ	Foundations of Science 2: Forces and Interactions	2 credits	0	0
1127	1127	SCIEN-UH	1203	Foundations of Science 2 Lab	1 credits	0	0
1128	1128	SCIEN-UH	1301	Foundations of Science 3: Systems in Flux	1 credits	0	0
1129	1129	SCIEN-UH	1301:1304	Foundations of Science 3: Systems in Flux	5 credits	0	0
1130	1130	SCIEN-UH	1302	Foundations of Science 3: Systems in Flux	2 credits	0	0
1131	1131	SCIEN-UH	1303	Foundations of Science 3: Systems in Flux	2 credits	0	0
1132	1132	SCIEN-UH	1304	Foundations of Science 3 Lab	1 credits	0	0
1133	1133	SCIEN-UH	1401	Foundations of Science 4: Form & Function	1 credits	0	0
1134	1134	SCIEN-UH	1401:1404	Foundations of Science 4: Form and Function	5 credits	0	0
1135	1135	SCIEN-UH	1402	Foundations of Science 4: Form and Function	2 credits	0	0
1136	1136	SCIEN-UH	1403	Foundations of Science 4: Form and Function	2 credits	0	0
1137	1137	SCIEN-UH	1404	Foundations of Science 4 Lab	1 credits	0	0
1138	1138	SCIEN-UH	1501	Foundations of Science 5: Propagating Change	2 credits	0	0
1139	1139	SCIEN-UH	1501:1503	Foundations of Science 5: Propagating Change	Foundations of Science 5: Propagating Change focuses on disturbances in physical and living systems that bring about change. In physics, disturbances generate waves that are associated with the transmission of light and sound. These same waves generate responses in living organisms as sensory systems detect them, including nerves in some species. Electromagnetic waves, interactions among light, matter, and living systems are examined. Change during the growth of cells is explored at the molecular level as well. Laboratory exercises fuse physics, chemistry, and biology as students engage in projects related to recombinant DNA technology, gene cloning, and protein synthesis and characterization.	0	0
1140	1140	SCIEN-UH	1502	Foundations of Science 5: Propagating Change	2 credits	0	0
1141	1141	SCIEN-UH	1503	Foundations of Science 5 Lab	1 credits	0	0
1142	1142	SCIEN-UH	1601	Foundations of Science 6: Oscillations and Uncertainties	2 credits	0	0
1143	1143	SCIEN-UH	1601:1603	Foundations of Science 6: Oscillations and Uncertainties	Foundations of Science 6: Oscillations and Uncertainties examines how repetitious or cyclical events, although presumably predictable, are associated with inherent uncertainty in their outcomes. This is embodied in physics and chemistry in quantum theory and the Heisenberg uncertainty principle. But living systems provide countless examples of oscillatory events that possess inherent uncertainty when scientists try to predict outcomes. Indeed, this final chapter in Foundations of Science challenges students to consider the very nature of studying complex problems and systems and assessing the uncertainty associated with the scientific method. The laboratory exercises involve collaborative projects in which teams of students must apply their acquired knowledge and skills to design experiments focused on answering a question or solving a problem, keeping uncertainty in mind as they report their results and discuss additional data that would be need to provide a better answer or solution . Focused disciplinary tutorials in biology, chemistry, and physics provide an opportunity for in-depth analysis and discussion of classic papers, enhanced understanding of fundamental concepts, and development of practical skill sets. Weekly discuss ion sections are designed to hone proficiency at solving problems in a collaborative, team environment.	0	0
1144	1144	SCIEN-UH	1602	Foundations of Science 6: Oscillations and Uncertainties	2 credits	0	0
1145	1145	SCIEN-UH	1603	Foundations of Science 6 Lab	1 credits	0	0
1146	1146	SOCSC-UH	1010Q	Statistics for the Social and Behavioral Sciences	This course introduces students to the use of statistical methods in social science research. Topics include: descriptive statistics; introduction to probability; sampling; statistical inference concerning means, standard deviations, and proportions; correlation; analysis of variance; linear regressions.  Applications to empirical situations in the Social Sciences are an integral part of the course.	0	0
1147	1147	SOCSC-UH	1011	Global Economic, Political and Social Development since 1500	Why did some countries industrialize before others? Why was it Europeans that conquered the world? How can we explain the great divergence in per capita income across countries? What are the social and political impacts of economic growth? What is the role of political institutions in underpinning economic progress? This course addresses these and other similar questions using simple tools from across the social sciences. Particular emphasis is placed on understanding the role of economic incentives and political institutions in underpinning economic and social development.	0	0
1148	1148	SOCSC-UH	1101	Mathematics for Social Scientists I	This course provides an introduction to topics in mathematics immediately relevant for social scientists beginning their studies in Economics, Political Science, or Social Research and Public Policy. Beginning with a review of sets and functions, the course covers key topics in univariate and integral calculus, optimization, and it introduces the notation associated with basic linear algebra. The course provides an introduction to mathematics as the lingua franca of modern social sciences, and focuses on employing mathematics to formulate and communicate theories within the social sciences.	0	0
1149	1149	SOCSC-UH	1111	Markets	This course offers students an introduction to how economists look at the world and approach problems. It focuses on individual economic decision-makers (households, business firms, and government agencies) and explores how they are linked together and how their decisions shape our economic life. Applications of supply and demand analysis and the role of prices in a market system are explored. Students are also exposed to game theory, the theory of the competitive firm, the idea of market failure, and policy responses. The course relies on cases and examples and incorporates readings from classical and contemporary sources to shed light on modern economic principles and their application to solving the problems that face the global economy.	0	0
1150	1150	SOCSC-UH	1112	Introduction to Political Thinking	This course provides an introduction to some of the primary questions in the study of politics and the theories used by political scientists to understand the world. Among other questions, students will consider why we live in nation states, why peaceful solutions can be so elusive, and why the will of majority often goes unrealized. The course focuses on individual decision makers in the world of politics (citizens, voters, legislators) and explores how they are linked together and how their decisions shape political outcomes. The course also explores how political institutions, such as electoral rules or the design of legislatures, can structure the interactions of these actors. The course relies on cases and examples and incorporates readings from classical and contemporary sources to illustrate how these theories of political behavior and institutions can shed light on current political events.	0	0
1151	1151	SOCSC-UH	1113	Introduction to the Study of Society	How is social order possible? How does it emerge, how is it maintained, and how does it transform? This course will approach these questions with an examination of various ways in which people form social relations, and how those relationships condition the way they act. The first part of the course is about how social roles and social status are constituted by social relations in everyday life. Second, we will study how groups and the boundaries between groups are constructed and maintained, and how group membership structures individuals’ life chances and well-being. Third, we turn we turn our focus to mechanisms - robust processes by which individual level actions cumulate into the macro-level structures in which we are embedded. Finally, we examine some of the resulting characteristics of contemporary societies, as well as how and why social change occurs.	0	0
1152	1152	SOCSC-UH	1201	Mathematics for Social Scientists II	Building on Calculus or Mathematics for Social Sciences I, this course provides a further reaching study of mathematics immediately relevant for social science majors. Beginning with a review of univariate calculus and optimization, the discussion moves to the basics of linear algebra, multivariate calculus and tools related to the constrained optimization of functions. The last set of topics includes introductions to comparative statics and discrete-time dynamic optimization. The course focuses on employing mathematics to formulate and communicate theories within the social sciences, and illustrates the usefulness of mathematical results directly in terms of applications to models of optimizing agents.	0	0
1153	1153	SOCSC-UH	1210Q	Logic of Social Inquiry	This course examines the major approaches to empirical studies in the social sciences, and studies the relationship between social questions raised and methods employed. It offers skills in developing research designs for explorative, descriptive, explanatory, and evaluation research. Special attention is paid to causal inference and to the use of experiments in social research.	0	0
1154	1154	SOCSC-UH	1310	Foundations of Modern Social Thought	Major works of social thought from the beginning of modern era through the 1920s. Attention will be paid to social and intellectual context, conceptual frameworks and methods, and contributions to contemporary social analysis. Writers include Hobbes, Locke, Montesquieu, Rousseau, Adam Smith, Marx, Nietzsche, Freud, Weber, and Durkheim.	0	0
1155	1155	SOCSC-UH	1311	Introduction to Political Theory	In a world where interests and values often conflict, how should societies be governed? Which form of government is best? Have we reached what Francis Fukuyama famously termed ‘The End of History’ - the notion that there are no serious contenders to liberal democracy? Subjects in this course include ancient and modern theorists such as Aristotle, Machiavelli, Montesquieu, and Burke as well as contemporary Chinese critics of Western liberal democracy.	0	0
1156	1156	SOCSC-UH	2210	Introduction to Game Theory	This course introduces the basic concepts of elementary game theory in a way that allows students to use them in solving simple problems. Topics include: the basics of cooperative and non-cooperative game theory; basic solution concepts such as Nash equilibrium and the core; and the extensions of these solutions to dynamic games and situations of incomplete information. Students are exposed to a variety of simple games with varied and useful applications: zero-sum games; the Prisoner’s Dilemma; coordination games; the Battle of the Sexes; repeated games; and elementary signaling games. The course relies on a wide array of example applications of game theory in the social sciences.	0	0
1157	1157	SOCSC-UH	2211	Survey Research	This course will teach students how to design and implement a survey, and what to do once the data is in. The course is practice oriented: the course will use a lot of examples and students will create their own survey design. Students will spend more than a quarter of the course learning Stata. At the end of this course students will be able to design and implement their own, high quality survey. Moreover, students will question much of the data that is collected by others because they know all the things that can go wrong in the process.	0	0
1158	1158	SOCSC-UH	2212	Research Design & Causality in Social Science	This course will provide students with the “foundations” to undertake research in social science. You will learn how to identify an interesting research question. You will be introduced to different approaches that social scientists take to answer these questions. And because many of the questions we are interested in are causal (What leads to Y? What is the impact of X?), you will learn about different strategies to get at causality. We will also discuss other key issues related to good research like transparency and ethics. This class is hands on. During the course you will create your own research design. Furthermore, we will make use of examples to critically evaluate existing research. This class is highly recommended to students who plan to write a capstone or a research paper.	0	0
1159	1159	SOCSC-UH	2213	Textual Analysis for the Social Sciences	The computational analysis of large amounts of written material is becoming increasingly popular in the social sciences. Recent research has used textual analysis to examine, for example, attitudes, culture, and propaganda. This approach, however, raises many questions. What are textual data actually showing us? How representative are textual datasets? Does textual analysis provide insight into social mechanisms and causal processes? This course will address these, and related, questions by providing a foundational introduction to textual analysis for the social sciences. Students will read a combination of early, theory-oriented articles and recent, cutting-edge research. In addition, students will learn how to conduct textual analysis for the social sciences through a series of labs and an original final project.	0	0
1160	1160	SOCSC-UH	3210	Advanced Game Theory	This course continues the study of game theory and its applications to the social sciences. The course is divided into two parts. Part 1 studies non-cooperative game theory: Nash equilibrium in static games; extensions such as subgame perfection for dynamic games of complete information; Bayesian Nash equilibrium for static games with incomplete information; and sequential equilibrium (with refinements) for dynamic games with incomplete information. Applications to the social sciences include strategic choice of electoral platforms, collusion, lobbying, bargaining, and signaling. Part 2 studies cooperative game theory, including common solution concepts such as the core and the stable set, as well as hybrid topics such as coalition and network formation, or mechanism design. Applications include: political party formation; dynamic agenda-setting; the construction and implementation of voting rules; and the study of social networks.	0	0
1161	1161	SOCSC-UH	3220	Econometrics	Application of statistics and economic theory to problems of formulating and estimating models of economic behavior. Matrix algebra is developed as the main tool of analysis in regression.  Acquaints students with basic estimation theory and techniques in the regression framework and covers extensions such as specification error tests, heteroscedasticity, errors in variables, and simple time series models. An introduction to simultaneous equation modes and the concept of identification is also provided.	0	0
1162	1162	SOCSC-UH	3221EJ	Experimental Research in the Social Sciences	This course offers an accessible introduction to the new approach of “lab-in-the-field” experiments; in which researchers use laboratory methods to study human, social, economic, and political behavior with nontraditional (nonstudent, nonwestern) subjects. We will work with researchers at the lab established at the FLAME University, Pune India, a special partnership between FLAME and Nuffield College, Oxford. We will meet the researchers from FLAME in Goa, India. As part of the visit, we will learn about the experiments that have been conducted in India as well as see other cultural sights in the region. Students will have a chance to meet fellow students and researchers at the Centre and share their own experimental design with them and, ideally, participate in conducting an experiment with researchers from the laboratory. At the conclusion of the class, students will be able to participate in a special international three-day workshop on experiments in social sciences, jointly organized with Professor Amaney Jamal of Princeton University. Note that an A- or better grade in this course satisfies the course requirement for using the Social Science Experimental Laboratory at NY.	0	0
1163	1163	SRPP-UH	1410	Revolutions and Social Change	(Formerly SRPP-AD 116)Revolutions mean purposive and contentious efforts to re-engineer whole societies according to the visions of justice and progress. What social theories better explain these exuberant, extraordinary events? How did the revolutionaries, their strategies, and programs evolve during the modern epoch? What typically happened after taking power? Why are there so many wars and revolutionary dictatorships? This course introduces the recent theoretical advances in understanding contentious mass politics in relation to the formation of modern states, democratization, socialism, and nationalism. Empirical examples include: the American Independence of 1776 and the French Revolution of 1789; the communist revolutions in Russia and China; the anti-colonial movements of the 20th century in India, South Africa and Cuba; and the youth revolts of 1968 in the West, 1979 in Iran, 1989 in the Soviet bloc, and the newest rebellions of the 2010s in the Middle East.	0	0
1164	1164	SRPP-UH	1411J	Race and Ethnicity in Comparative Perspective	This course explores the concepts of race and ethnicity both in international comparative perspective, and with a special focus on their meaning and manifestations in Western Europe.  Race and ethnicity are both ways of classifying human groups that arise under certain historical circumstances, with race in particular emerging in the contexts of imperialism and slavery.  Students will consider how migration, state policies, and economic organization shape the classification and characterization of racial and ethnic groups.  With Italy as an important site to be explored, students will also learn and apply social scientific methods like ethnography and content analysis in order to gauge stratification, prejudice and discrimination in diverse areas of social life.	0	0
1165	1165	SRPP-UH	1412J	Wealth and Inequality in the Global City	Rising income and wealth inequalities in many countries around the world, combined with the very high levels of concentration of wealth in the world economy, have become a topic of growing concern for social scientists and media commentators. For example, some estimates suggest that the richest 100 people in the world control half of all of the world’s wealth, while billions of people around the globe survive are forced to survive on less than $2 a day. Our course will interrogate some of the key questions raised by rising inequality from a variety of perspectives. We will use our location in Accra as a laboratory for this investigation, taking advantage of the opportunity to both observe inequality and poverty up-close as well as exploring some of the ways in which governments and NGOs are attempting to ameliorate the worst of its effects. But we will frame our investigation in the global context: what happens in Accra is heavily shaped by larger global trends. We will ask: who is rich and who is poor, and how they are related to one another? To what extent is inequality (and even poverty) beneficial, harmful, or both to entire societies or key groups within them?	0	0
1166	1166	SRPP-UH	1413X	Social Change and Development in the Arab World	The “Arab World” is often lumped into one homogeneous category, which conceals the diversity found within this broad region. Keeping this in mind, this course will examine the unfolding of the “development project” in the postcolonial period and up to our present day in various Arab nation states. Beginning with an excerpt from the Arab Human Development Report, students will take a critical look at how development is defined and measured. Culture and religion have often been invoked as the major obstacles to development in the Arab World. This course will engage with this discourse as through exploring faces of modern day colonialism. What are the new tools and institutions of this new colonialism? How has this affected development and social struggle? The class will be organized around themes and corresponding case studies. Students will engage the idea of “development” in areas of education, economics, natural resources, women’s rights, and social welfare. Students will also examine home-grown counter movements, focusing on youth efforts of organizing.	0	0
1167	1167	SRPP-UH	1414	Social Dimensions of Health	This is an introductory-level course on social variables (e.g. social class, social networks/support, poverty, neighborhood environments, residential segregation, race/ethnicity, discrimination, housing conditions, work environments, and income inequality) that affect population health and overviews theories of disease distribution, with an emphasis on social theories including social production of disease and ecosocial theory.	0	0
1168	1168	SRPP-UH	1610J	Child Development and Social Policy in a Global Society	The overarching goals of this course are to introduce students to (1) the great variation in children’s development in 21st century global society and (2) how public (government) and private (family, non-governmental and business) sector policies affect children’s health, education and economic well-being in low-middle-and high-income countries. Students will learn how to critically examine historical trends in demography, economics and politics that influence child development; understand the role of science and of participatory/ democratic processes in increasing the effectiveness of programs and policies affecting children; and analyze political/cultural/communications challenges to improving programs and policies for children.  Each student will propose policy changes in a particular country chosen by the student that could dramatically improve the well-being of children.	0	0
